2017-12-03 15:03:38 [main] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@1b11171f: startup date [Sun Dec 03 15:03:38 EST 2017]; root of context hierarchy
2017-12-03 15:03:39 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2017-12-03 15:03:39 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'configurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$965bf9e0] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-12-03 15:03:41 [main] INFO  o.s.c.c.c.ConfigServicePropertySourceLocator - Fetching config from server at: http://localhost:8888
2017-12-03 15:03:42 [main] WARN  o.s.c.c.c.ConfigServicePropertySourceLocator - Could not locate PropertySource: I/O error on GET request for "http://localhost:8888/aw_Story/default": Connection refused: connect; nested exception is java.net.ConnectException: Connection refused: connect
2017-12-03 15:03:42 [main] INFO  com.revature.aw.AwStoryApplication - No active profile set, falling back to default profiles: default
2017-12-03 15:03:42 [main] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@5049d8b2: startup date [Sun Dec 03 15:03:42 EST 2017]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@1b11171f
2017-12-03 15:03:43 [main] INFO  o.s.i.config.IntegrationRegistrar - No bean named 'integrationHeaderChannelRegistry' has been explicitly defined. Therefore, a default DefaultHeaderChannelRegistry will be created.
2017-12-03 15:03:44 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=1fc0ba57-bb2d-3202-8b69-15aaa06483b8
2017-12-03 15:03:44 [main] INFO  o.s.i.c.DefaultConfiguringBeanFactoryPostProcessor - No bean named 'errorChannel' has been explicitly defined. Therefore, a default PublishSubscribeChannel will be created.
2017-12-03 15:03:44 [main] INFO  o.s.i.c.DefaultConfiguringBeanFactoryPostProcessor - No bean named 'taskScheduler' has been explicitly defined. Therefore, a default ThreadPoolTaskScheduler will be created.
2017-12-03 15:03:44 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2017-12-03 15:03:45 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration' of type [org.springframework.amqp.rabbit.annotation.RabbitBootstrapConfiguration$$EnhancerBySpringCGLIB$$40adb511] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
